sample_index,time_ms,category,mechanism,selected_leads,voting_leads,vote_count,reference_lead,local_raw_amplitude_lsb,local_energy,waveform_snippet_len,record_id
1544,6176.0,t_wave_misdetection,Peaked T-wave/ST segment 248ms post-QRS exceeding detection threshold,I+aVL+V1,I+aVL+V1,3,I,-35,13,160,data/51
1672,6688.0,t_wave_misdetection,Peaked T-wave/ST segment 240ms post-QRS exceeding detection threshold,I+aVL+V1,I+aVL+V1,3,I,-28,14,160,data/51
2085,8340.0,t_wave_misdetection,Peaked T-wave/ST segment 252ms post-QRS exceeding detection threshold,I+III+aVL,I+III+aVL,3,I,-37,15,160,data/51
2292,9168.0,t_wave_misdetection,Peaked T-wave/ST segment 256ms post-QRS exceeding detection threshold,I+III+aVL,I+III+aVL,3,I,-40,15,160,data/51
2434,9736.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (824ms from last QRS),I+III+aVL,I+III+aVL,3,I,148,4,146,data/51
2492,9968.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1056ms from last QRS),I+III+aVL,I+III+aVL,3,I,-43,15,88,data/51
37,148.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-15,5,117,data/52
1457,5828.0,t_wave_misdetection,Peaked T-wave/ST segment 240ms post-QRS exceeding detection threshold,III+aVF+I,III+aVF,2,III,-24,14,160,data/52
2272,9088.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (852ms from last QRS),I+II+III,I+II+III,3,I,24,2,160,data/52
49,196.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+I+II,aVF+I+II,3,aVF,58,3,129,data/53
1500,6000.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,V2+V3+I,V2+V3+I,3,V2,-114,7,160,data/53
2446,9784.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (960ms from last QRS),I+II+III,I+II+III,3,I,177,9,134,data/53
11,44.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,163,8,91,data/54
2235,8940.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1116ms from last QRS),I+II+III,I+II+III,3,I,150,4,160,data/54
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVR+V1+V2,aVR+V1+V2,3,aVR,46,5,83,data/55
177,708.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVR+V1+V2,aVR+V1+V2,3,aVR,-137,3,160,data/55
2369,9476.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),I+II+III,I+II+III,3,I,142,2,160,data/55
204,816.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,54,4,160,data/56
2441,9764.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (812ms from last QRS),I+II+III,I+II+III,3,I,36,4,139,data/56
35,140.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,168,8,115,data/57
2437,9748.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (720ms from last QRS),I+II+III,I+II+III,3,I,171,8,143,data/57
102,408.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,128,5,160,data/58
2479,9916.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (968ms from last QRS),I+II+III,I+II+III,3,I,142,5,101,data/58
277,1108.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+aVR+I,II+aVR+I,3,II,107,8,160,data/59
332,1328.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,II+aVR+I,II+aVR,2,II,38,21,160,data/59
622,2488.0,t_wave_misdetection,Peaked T-wave/ST segment 240ms post-QRS exceeding detection threshold,II+aVR+aVF,II+aVR+aVF,3,II,37,18,160,data/59
911,3644.0,t_wave_misdetection,Peaked T-wave/ST segment 248ms post-QRS exceeding detection threshold,II+aVR+aVF,II+aVR+aVF,3,II,41,19,160,data/59
1191,4764.0,t_wave_misdetection,Peaked T-wave/ST segment 248ms post-QRS exceeding detection threshold,II+aVR+aVF,II+aVR+aVF,3,II,41,17,160,data/59
1469,5876.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,II+aVR+aVF,II+aVR+aVF,3,II,52,13,160,data/59
1739,6956.0,t_wave_misdetection,Peaked T-wave/ST segment 228ms post-QRS exceeding detection threshold,II+aVR+I,II+aVR,2,II,34,10,160,data/59
2022,8088.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,II+aVR+aVF,II+aVR,2,II,72,13,160,data/59
2238,8952.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1128ms from last QRS),II+aVR+aVF,II+aVR+aVF,3,II,126,13,160,data/59
2292,9168.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1344ms from last QRS),II+aVR+aVF,II+aVR+aVF,3,II,36,17,160,data/59
23,92.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,119,13,103,data/60
2318,9272.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1012ms from last QRS),I+II+III,I+II+III,3,I,148,11,160,data/60
106,424.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,167,10,160,data/61
2255,9020.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (972ms from last QRS),aVF+V1+I,aVF+V1+I,3,aVF,-80,6,160,data/61
2497,9988.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1940ms from last QRS),aVF+V1+I,aVF+V1,2,aVF,-92,12,83,data/61
199,796.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,V2+I+II,V2+I+II,3,V2,-55,2,160,data/62
2354,9416.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (864ms from last QRS),I+II+III,I+II+III,3,I,139,5,160,data/62
139,556.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,106,10,160,data/63
2439,9756.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (968ms from last QRS),I+II+III,I+II+III,3,I,114,18,141,data/63
97,388.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+III+V3,aVF+III+V3,3,aVF,82,5,160,data/64
167,668.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+III+V3,aVF+III+V3,3,aVF,143,2,160,data/64
414,1656.0,t_wave_misdetection,Peaked T-wave/ST segment 292ms post-QRS exceeding detection threshold,aVF+III+V3,aVF+III+V3,3,aVF,142,1,160,data/64
646,2584.0,t_wave_misdetection,Peaked T-wave/ST segment 280ms post-QRS exceeding detection threshold,III+aVF+V3,III+aVF+V3,3,III,108,0,160,data/64
879,3516.0,t_wave_misdetection,Peaked T-wave/ST segment 296ms post-QRS exceeding detection threshold,III+aVF+V3,III+aVF+V3,3,III,114,0,160,data/64
1101,4404.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,aVF+III+V3,aVF+III+V3,3,aVF,143,1,160,data/64
1318,5272.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,aVF+III+V3,aVF+III+V3,3,aVF,135,1,160,data/64
1526,6104.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,III+aVF+V3,III+aVF+V3,3,III,107,0,160,data/64
1744,6976.0,t_wave_misdetection,Peaked T-wave/ST segment 288ms post-QRS exceeding detection threshold,III+aVF+V3,III+aVF+V3,3,III,104,0,160,data/64
1969,7876.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,III+aVF+V3,III+aVF+V3,3,III,106,0,160,data/64
2209,8836.0,t_wave_misdetection,Peaked T-wave/ST segment 288ms post-QRS exceeding detection threshold,III+aVF+V3,III+aVF+V3,3,III,101,0,160,data/64
2390,9560.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1012ms from last QRS),III+aVF+V3,III+aVF+V3,3,III,77,11,160,data/64
2460,9840.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1292ms from last QRS),III+aVF+V3,III+aVF+V3,3,III,103,0,120,data/64
90,360.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,161,10,160,data/65
2352,9408.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (700ms from last QRS),I+II+III,I+II+III,3,I,147,10,160,data/65
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,86,0,81,data/66
163,652.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,120,7,160,data/66
2300,9200.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1244ms from last QRS),aVL+I+II,aVL+I+II,3,aVL,126,7,160,data/66
181,724.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,153,13,160,data/67
2293,9172.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1064ms from last QRS),I+II+III,I+II+III,3,I,139,6,160,data/67
33,132.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,151,11,113,data/68
2335,9340.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (896ms from last QRS),I+II+III,I+II+III,3,I,161,12,160,data/68
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V1+V2,aVL+V1+V2,3,aVL,-8,0,81,data/69
184,736.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+V1+V2,V1+V2,2,aVL,-20,3,160,data/69
2469,9876.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (752ms from last QRS),aVL+I+II,I+II,2,aVL,-46,3,111,data/69
13,52.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,137,24,93,data/70
2348,9392.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (708ms from last QRS),I+II+III,I+II+III,3,I,131,12,160,data/70
21,84.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,75,13,101,data/71
2374,9496.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1044ms from last QRS),I+II+III,I+II+III,3,I,113,9,160,data/71
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,-39,3,83,data/72
153,612.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,-93,0,160,data/72
607,2428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (768ms from last QRS),aVL+aVF+V3,aVL+aVF+V3,3,aVL,-51,0,160,data/72
857,3428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (776ms from last QRS),aVL+aVF+V3,aVL+aVF+V3,3,aVL,-42,0,160,data/72
1107,4428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (772ms from last QRS),aVF+V3+I,aVF+V3+I,3,aVF,17,0,160,data/72
1357,5428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (776ms from last QRS),aVF+V3+I,aVF+V3+I,3,aVF,18,0,160,data/72
1782,7128.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (788ms from last QRS),I+III+aVL,I+III+aVL,3,I,-18,0,160,data/72
2029,8116.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (756ms from last QRS),aVL+V3+I,aVL+V3,2,aVL,8,0,160,data/72
2276,9104.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (752ms from last QRS),aVL+V3+I,aVL+V3+I,3,aVL,25,0,160,data/72
2343,9372.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1020ms from last QRS),aVL+V3+I,aVL+V3+I,3,aVL,59,10,160,data/72
157,628.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,155,9,160,data/73
2452,9808.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),I+II+III,I+II+III,3,I,164,8,128,data/73
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVR+V1+V4,aVR+V1,2,aVR,40,6,84,data/74
65,260.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVR+V1+V4,aVR+V1+V4,3,aVR,28,2,145,data/74
1383,5532.0,t_wave_misdetection,Peaked T-wave/ST segment 260ms post-QRS exceeding detection threshold,V4+V5+II,V4+V5,2,V4,31,4,160,data/74
1649,6596.0,t_wave_misdetection,Peaked T-wave/ST segment 324ms post-QRS exceeding detection threshold,V4+II+aVR,V4+II+aVR,3,V4,39,1,160,data/74
2124,8496.0,t_wave_misdetection,Peaked T-wave/ST segment 228ms post-QRS exceeding detection threshold,aVR+V4+II,aVR+V4,2,aVR,-33,1,160,data/74
2375,9500.0,t_wave_misdetection,Peaked T-wave/ST segment 232ms post-QRS exceeding detection threshold,aVR+V4+II,aVR+V4+II,3,aVR,-41,1,160,data/74
54,216.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,78,3,134,data/75
2467,9868.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (968ms from last QRS),I+II+III,I+II+III,3,I,74,4,113,data/75
5,20.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,59,11,85,data/76
133,532.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+aVL,2,II,148,3,160,data/76
165,660.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,115,6,160,data/77
2362,9448.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (800ms from last QRS),V3+I+II,V3+I+II,3,V3,-69,3,160,data/77
128,512.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V2+I+II,V2+I+II,3,V2,-146,5,160,data/78
2278,9112.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (972ms from last QRS),I+II+III,I+II+III,3,I,130,6,160,data/78
39,156.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,143,8,119,data/79
2426,9704.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1076ms from last QRS),I+II+III,I+II+III,3,I,123,7,154,data/79
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVL+I+II,I+II,2,aVL,24,0,81,data/80
2000,8000.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,aVL+II+III,aVL+II+III,3,aVL,-60,6,160,data/80
2400,9600.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (796ms from last QRS),aVL+II+III,aVL+II+III,3,aVL,-94,6,160,data/80
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V6+V2+I,V6+V2,2,V6,53,0,81,data/81
109,436.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V6+V2+I,V6+V2+I,3,V6,131,2,160,data/81
147,588.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+V6+I,III+V6+I,3,III,-102,2,160,data/82
2483,9932.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1140ms from last QRS),I+II+III,I+II+III,3,I,10,20,97,data/82
69,276.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVL+V1,I+aVL+V1,3,I,55,11,149,data/83
247,988.0,t_wave_misdetection,Peaked T-wave/ST segment 248ms post-QRS exceeding detection threshold,I+aVL+V1,I+aVL,2,I,48,11,160,data/83
407,1628.0,t_wave_misdetection,Peaked T-wave/ST segment 252ms post-QRS exceeding detection threshold,I+aVL+V1,I+aVL+V1,3,I,39,7,160,data/83
1135,4540.0,t_wave_misdetection,Peaked T-wave/ST segment 212ms post-QRS exceeding detection threshold,V2+V3+I,V2+V3,2,V2,36,13,160,data/83
1370,5480.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V2+V3+I,V2+V3+I,3,V2,19,9,160,data/83
2125,8500.0,t_wave_misdetection,Peaked T-wave/ST segment 244ms post-QRS exceeding detection threshold,V3+III+aVL,V3+III+aVL,3,V3,53,7,160,data/83
2480,9920.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (740ms from last QRS),V3+III+aVL,V3+III+aVL,3,V3,-27,38,100,data/83
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,99,0,81,data/84
115,460.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,147,8,160,data/84
923,3692.0,t_wave_misdetection,Peaked T-wave/ST segment 236ms post-QRS exceeding detection threshold,III+aVL+I,III+aVL,2,III,25,7,160,data/84
2366,9464.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),I+II+III,I+II+III,3,I,96,11,160,data/84
160,640.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,148,5,160,data/85
2372,9488.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (820ms from last QRS),I+II+III,I+II+III,3,I,139,5,160,data/85
3,12.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,-38,4,83,data/86
144,576.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,49,8,160,data/86
2339,9356.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (688ms from last QRS),I+II+III,I+II+III,3,I,62,9,160,data/86
159,636.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,55,4,160,data/87
2374,9496.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (680ms from last QRS),I+II+III,I+II+III,3,I,95,4,160,data/87
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVR,II+III+aVR,3,II,60,10,84,data/88
145,580.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVR,II+III+aVR,3,II,130,2,160,data/88
2356,9424.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (828ms from last QRS),I+II+III,I+II+III,3,I,149,3,160,data/88
175,700.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+I+II,V1+I+II,3,V1,-69,5,160,data/89
2477,9908.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (804ms from last QRS),I+II+III,I+II+III,3,I,150,3,103,data/89
5,20.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+aVF+V4,V1+aVF,2,V1,69,15,85,data/90
123,492.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+aVF+V4,V1+aVF+V4,3,V1,119,0,160,data/90
175,700.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V1+aVF+V4,aVF+V4,2,V1,28,6,160,data/90
689,2756.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V1+V4+V5,V1+V4+V5,3,V1,-28,1,160,data/90
940,3760.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V1+V4+V5,V1+V4+V5,3,V1,-58,1,160,data/90
1189,4756.0,t_wave_misdetection,Peaked T-wave/ST segment 260ms post-QRS exceeding detection threshold,V1+III+V5,V1+III+V5,3,V1,-79,1,160,data/90
1361,5444.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (948ms from last QRS),V1+III+V5,V1+III+V5,3,V1,-2,0,160,data/90
1440,5760.0,t_wave_misdetection,Peaked T-wave/ST segment 264ms post-QRS exceeding detection threshold,V1+III+V5,V1+III+V5,3,V1,-52,2,160,data/90
1695,6780.0,t_wave_misdetection,Peaked T-wave/ST segment 280ms post-QRS exceeding detection threshold,V1+V4+V5,V1+V4+V5,3,V1,-31,0,160,data/90
1944,7776.0,t_wave_misdetection,Peaked T-wave/ST segment 280ms post-QRS exceeding detection threshold,V1+V4+V5,V1+V4+V5,3,V1,-60,1,160,data/90
2260,9040.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (544ms from last QRS),V1+I+II,I+II,2,V1,-25,4,160,data/90
2375,9500.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1004ms from last QRS),V1+I+II,V1+I+II,3,V1,54,0,160,data/90
2484,9936.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1440ms from last QRS),V1+I+II,I+II,2,V1,-4,2,96,data/90
4,16.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,49,8,84,data/91
97,388.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVL,II+III+aVL,3,II,71,14,160,data/91
2296,9184.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (612ms from last QRS),I+II+III,I+II+III,3,I,121,6,160,data/91
61,244.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),aVF+III+I,aVF+III+I,3,aVF,-16,1,141,data/92
490,1960.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,aVF+III+I,aVF+III,2,aVF,21,0,160,data/92
2353,9412.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (616ms from last QRS),I+II+III,I+II+III,3,I,70,9,160,data/92
10,40.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+V1+V2,I+V1+V2,3,I,-28,6,90,data/93
186,744.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+V1+V2,I+V1+V2,3,I,-90,6,160,data/93
248,992.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+V1+V2,V1+V2,2,I,-11,3,160,data/93
750,3000.0,t_wave_misdetection,Peaked T-wave/ST segment 276ms post-QRS exceeding detection threshold,I+aVR+aVL,I+aVR,2,I,39,2,160,data/93
905,3620.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (896ms from last QRS),I+aVR+aVL,I+aVL,2,I,51,1,160,data/93
996,3984.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,I+aVR+aVL,I+aVR,2,I,55,2,160,data/93
1499,5996.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,I+aVR+II,I+aVR,2,I,39,1,160,data/93
1980,7920.0,t_wave_misdetection,Peaked T-wave/ST segment 208ms post-QRS exceeding detection threshold,I+aVL+II,I+aVL+II,3,I,38,9,160,data/93
2271,9084.0,t_wave_misdetection,Peaked T-wave/ST segment 376ms post-QRS exceeding detection threshold,I+aVL+III,I+aVL,2,I,-8,1,160,data/93
2424,9696.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (988ms from last QRS),I+aVL+III,I+aVL+III,3,I,-57,16,156,data/93
173,692.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,122,3,160,data/94
2342,9368.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (764ms from last QRS),I+II+III,I+II+III,3,I,131,5,160,data/94
6,24.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+V3+V4,II+V3+V4,3,II,55,8,86,data/95
162,648.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+V3+V4,II+V3+V4,3,II,-68,3,160,data/95
472,1888.0,t_wave_misdetection,Peaked T-wave/ST segment 316ms post-QRS exceeding detection threshold,II+V3+V4,II+V3+V4,3,II,64,13,160,data/95
714,2856.0,t_wave_misdetection,Peaked T-wave/ST segment 284ms post-QRS exceeding detection threshold,II+aVF+III,II+aVF,2,II,27,6,160,data/95
972,3888.0,t_wave_misdetection,Peaked T-wave/ST segment 316ms post-QRS exceeding detection threshold,II+aVF+III,II+aVF+III,3,II,49,13,160,data/95
1222,4888.0,t_wave_misdetection,Peaked T-wave/ST segment 316ms post-QRS exceeding detection threshold,II+III+aVL,II+III+aVL,3,II,43,13,160,data/95
2484,9936.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (944ms from last QRS),I+II+aVR,I+II+aVR,3,I,-58,0,96,data/95
86,344.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+V4,III+aVL+V4,3,III,-65,1,160,data/96
347,1388.0,t_wave_misdetection,Peaked T-wave/ST segment 268ms post-QRS exceeding detection threshold,III+aVL+V4,III+aVL,2,III,42,2,160,data/96
1105,4420.0,t_wave_misdetection,Peaked T-wave/ST segment 200ms post-QRS exceeding detection threshold,I+aVL+II,I+aVL,2,I,-34,11,160,data/96
2414,9656.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (728ms from last QRS),III+I+II,III+I+II,3,III,57,5,160,data/96
94,376.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,135,7,160,data/97
2334,9336.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1016ms from last QRS),I+II+III,I+II+III,3,I,60,10,160,data/97
135,540.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V4+I+II,V4+I+II,3,V4,71,3,160,data/98
2314,9256.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (968ms from last QRS),I+II+III,I+II+III,3,I,159,8,160,data/98
8,32.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-51,3,88,data/99
2460,9840.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (664ms from last QRS),I+II+III,I+II+III,3,I,-40,1,120,data/99
1,4.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+aVF,III+aVL+aVF,3,III,-68,0,81,data/100
80,320.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVL+aVF,III+aVL+aVF,3,III,-61,1,160,data/100
2316,9264.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (908ms from last QRS),I+II+III,I+II+III,3,I,67,6,160,data/100
114,456.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,75,2,160,data/101
2007,8028.0,cross_window_boundary,2.0-second SQI window boundary artifact / edge stitching,III+V2+I,III+V2,2,III,-55,29,160,data/101
2421,9684.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (852ms from last QRS),III+V2+I,III+V2+I,3,III,72,7,159,data/101
162,648.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),V6+I+II,I+II,2,V6,-92,0,160,data/102
2456,9824.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (928ms from last QRS),I+II+III,I+II+III,3,I,137,9,124,data/102
41,164.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),III+aVF+I,aVF+I,2,III,49,27,121,data/103
279,1116.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (500ms from last QRS),III+aVF+I,III+aVF,2,III,47,3,160,data/103
