sample_index,time_ms,category,mechanism,selected_leads,voting_leads,vote_count,reference_lead,local_raw_amplitude_lsb,local_energy,waveform_snippet_len,record_id
191,764.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,95,5,160,data/115
2366,9464.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1092ms from last QRS),I+II+III,I+II+III,3,I,130,3,160,data/115
2317,9268.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (688ms from last QRS),aVR+I+II,aVR+I+II,3,aVR,-114,2,160,data/116
120,480.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,38,3,160,data/117
2382,9528.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (680ms from last QRS),I+II+III,I+II+III,3,I,-6,0,160,data/117
228,912.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,145,6,160,data/118
2282,9128.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (920ms from last QRS),I+II+III,I+II+III,3,I,149,8,160,data/118
80,320.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,156,1,160,data/119
2329,9316.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (992ms from last QRS),I+II+III,I+II+III,3,I,113,1,160,data/119
159,636.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVR+V2,I+aVR+V2,3,I,147,9,160,data/120
241,964.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,72,4,160,data/122
2314,9256.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (924ms from last QRS),I+II+III,I+II+III,3,I,128,5,160,data/123
261,1044.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,158,5,160,data/124
2394,9576.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1092ms from last QRS),I+II+III,I+II+III,3,I,155,9,160,data/124
2215,8860.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1220ms from last QRS),I+II+III,I+II+III,3,I,83,9,160,data/125
130,520.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVL+V1,I+aVL+V1,3,I,140,7,160,data/126
2290,9160.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (864ms from last QRS),I+aVR+aVL,I+aVR+aVL,3,I,150,8,160,data/126
308,1232.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+aVR+V3,I+aVR+V3,3,I,127,1,160,data/127
2183,8732.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1456ms from last QRS),I+aVR+V2,I+aVR+V2,3,I,119,0,160,data/127
91,364.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,162,8,160,data/128
2337,9348.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1112ms from last QRS),I+II+aVR,I+II+aVR,3,I,163,12,160,data/128
2294,9176.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1220ms from last QRS),I+II+III,I+II+III,3,I,148,6,160,data/129
238,952.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+aVR+V1,I+aVR+V1,3,I,89,4,160,data/130
2358,9432.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1056ms from last QRS),I+II+aVR,I+II+aVR,3,I,114,5,160,data/130
220,880.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,160,7,160,data/131
2287,9148.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (920ms from last QRS),I+II+III,I+II+III,3,I,168,4,160,data/131
127,508.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+aVR,I+II+aVR,3,I,149,4,160,data/132
2434,9736.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1072ms from last QRS),I+II+III,I+II+III,3,I,159,6,146,data/132
84,336.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVR+V2,I+aVR+V2,3,I,100,9,160,data/133
187,748.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,133,4,160,data/134
2279,9116.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1176ms from last QRS),I+II+III,I+II+III,3,I,135,5,160,data/134
214,856.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,93,4,160,data/135
2398,9592.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (828ms from last QRS),I+II+III,I+II+III,3,I,114,4,160,data/135
2430,9720.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (704ms from last QRS),I+II+III,I+II+III,3,I,32,3,150,data/136
160,640.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,145,1,160,data/137
136,544.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,140,5,160,data/138
2361,9444.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1048ms from last QRS),I+II+III,I+II+III,3,I,122,6,160,data/138
109,436.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,135,4,160,data/139
2346,9384.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (788ms from last QRS),I+II+III,I+II+III,3,I,152,6,160,data/139
124,496.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,120,1,160,data/140
2427,9708.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (740ms from last QRS),I+II+III,I+II+III,3,I,50,1,153,data/140
120,480.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,138,5,160,data/141
2306,9224.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (984ms from last QRS),I+II+III,I+II+III,3,I,153,5,160,data/141
2308,9232.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (836ms from last QRS),I+II+III,I+II+III,3,I,105,1,160,data/142
2413,9652.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (772ms from last QRS),I+II+III,I+II+III,3,I,20,1,160,data/143
86,344.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,129,8,160,data/144
2366,9464.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (856ms from last QRS),I+II+III,I+II+III,3,I,119,2,160,data/144
111,444.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,88,4,160,data/145
2391,9564.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (904ms from last QRS),I+II+III,I+II+III,3,I,68,4,160,data/145
2444,9776.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1144ms from last QRS),I+II+III,I+II+III,3,I,35,2,136,data/146
2324,9296.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1016ms from last QRS),I+II+III,I+II+III,3,I,163,13,160,data/147
107,428.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,37,2,160,data/148
119,476.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,145,15,160,data/149
2309,9236.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (892ms from last QRS),I+II+III,I+II+III,3,I,116,14,160,data/149
232,928.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,111,6,160,data/150
2415,9660.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (992ms from last QRS),I+II+III,I+II+III,3,I,105,9,160,data/150
101,404.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,158,7,160,data/151
2341,9364.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (808ms from last QRS),I+II+III,I+II+III,3,I,148,11,160,data/151
2358,9432.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (980ms from last QRS),I+II+III,I+II+III,3,I,49,3,160,data/152
116,464.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,159,10,160,data/153
2462,9848.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1076ms from last QRS),I+II+III,I+II+III,3,I,127,10,118,data/153
150,600.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,87,8,160,data/154
2325,9300.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (884ms from last QRS),I+II+III,I+II+III,3,I,62,5,160,data/154
109,436.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,150,6,160,data/155
2337,9348.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1008ms from last QRS),I+II+III,I+II+III,3,I,161,8,160,data/155
123,492.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,157,10,160,data/156
2254,9016.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1068ms from last QRS),I+II+III,I+II+III,3,I,141,4,160,data/156
208,832.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,119,8,160,data/157
2377,9508.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1052ms from last QRS),I+II+III,I+II+III,3,I,121,8,160,data/157
166,664.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),II+III+aVR,II+III+aVR,3,II,124,7,160,data/158
2225,8900.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1100ms from last QRS),I+II+III,I+II+III,3,I,42,0,160,data/158
129,516.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,70,6,160,data/159
2355,9420.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (888ms from last QRS),I+II+III,I+II+III,3,I,92,9,160,data/159
163,652.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,62,1,160,data/160
2200,8800.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1392ms from last QRS),I+II+III,I+II+III,3,I,69,1,160,data/160
224,896.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,106,2,160,data/161
2332,9328.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1000ms from last QRS),I+II+III,I+II+III,3,I,125,3,160,data/161
86,344.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,98,4,160,data/162
2410,9640.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (832ms from last QRS),I+II+III,I+II+III,3,I,97,4,160,data/162
189,756.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,124,7,160,data/163
2404,9616.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (888ms from last QRS),III+aVL+V2,III+aVL+V2,3,III,-110,3,160,data/163
2330,9320.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (940ms from last QRS),I+II+III,I+II+III,3,I,83,17,160,data/164
204,816.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,113,1,160,data/165
2331,9324.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (852ms from last QRS),I+II+III,I+II+III,3,I,153,4,160,data/165
213,852.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,147,5,160,data/166
2312,9248.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,130,3,160,data/166
129,516.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,126,12,160,data/167
2362,9448.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (872ms from last QRS),I+II+III,I+II+III,3,I,98,9,160,data/167
160,640.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-105,6,160,data/168
2386,9544.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1096ms from last QRS),I+II+III,I+II+III,3,I,-18,1,160,data/168
206,824.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,113,8,160,data/169
2421,9684.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1112ms from last QRS),I+II+III,I+II+III,3,I,108,7,159,data/169
2344,9376.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1128ms from last QRS),I+II+III,I+II+III,3,I,110,1,160,data/170
145,580.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,97,1,160,data/171
2381,9524.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (912ms from last QRS),I+II+III,I+II+III,3,I,128,3,160,data/171
94,376.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,138,2,160,data/172
2377,9508.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1164ms from last QRS),I+II+III,I+II+III,3,I,168,2,160,data/172
2367,9468.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (444ms from last QRS),I+II+III,I+II+III,3,I,123,2,160,data/173
2267,9068.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (992ms from last QRS),I+II+III,I+II+III,3,I,-50,4,160,data/174
121,484.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,93,7,160,data/175
2377,9508.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (892ms from last QRS),I+II+III,I+II+III,3,I,114,7,160,data/175
128,512.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,-45,22,160,data/176
2269,9076.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (960ms from last QRS),I+II+III,I+II+III,3,I,85,3,160,data/176
2438,9752.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (796ms from last QRS),I+II+III,I+II+III,3,I,101,3,142,data/177
134,536.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,122,14,160,data/178
212,848.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,167,4,160,data/179
2327,9308.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (948ms from last QRS),I+II+III,I+II+III,3,I,137,2,160,data/179
120,480.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,169,5,160,data/180
2361,9444.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (788ms from last QRS),I+II+III,I+II+III,3,I,138,4,160,data/180
221,884.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,95,4,160,data/181
2364,9456.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (956ms from last QRS),I+II+III,I+II+III,3,I,129,6,160,data/181
102,408.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,113,5,160,data/182
2354,9416.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (676ms from last QRS),I+II+III,I+II+III,3,I,122,8,160,data/182
78,312.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,167,9,158,data/183
2372,9488.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (752ms from last QRS),I+II+III,I+II+III,3,I,174,7,160,data/183
83,332.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,134,2,160,data/184
2297,9188.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1020ms from last QRS),I+II+III,I+II+III,3,I,139,3,160,data/184
126,504.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,82,7,160,data/185
2415,9660.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (684ms from last QRS),I+II+III,I+II+III,3,I,115,5,160,data/185
88,352.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,72,8,160,data/186
194,776.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+II+III,3,I,138,4,160,data/187
75,300.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,131,6,155,data/189
69,276.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+aVR+V1,I+aVR+V1,3,I,21,2,149,data/190
173,692.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,38,2,160,data/191
2368,9472.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (984ms from last QRS),I+II+III,I+II+III,3,I,59,1,160,data/191
254,1016.0,baseline_wander_noise,Pre-beat low frequency wander before first reference beat,I+II+III,I+III,2,I,149,11,160,data/192
2457,9828.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,-26,1,123,data/193
72,288.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,65,8,152,data/194
2388,9552.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (1084ms from last QRS),I+II+III,I+II+III,3,I,48,5,160,data/194
2288,9152.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (864ms from last QRS),I+II+III,I+II+III,3,I,73,1,160,data/195
162,648.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,113,2,160,data/196
2357,9428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (812ms from last QRS),I+II+III,I+II+III,3,I,121,1,160,data/196
75,300.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,150,4,155,data/197
2357,9428.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (736ms from last QRS),I+II+III,I+II+III,3,I,112,4,160,data/197
102,408.0,startup_transient,Filter settling & initial adaptive threshold calibration phase (<0.75s),I+II+III,I+II+III,3,I,163,4,160,data/198
2329,9316.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,155,8,160,data/198
2341,9364.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (996ms from last QRS),I+II+III,I+II+III,3,I,162,5,160,data/199
2415,9660.0,baseline_wander_noise,Low frequency wander or sub-threshold noise ripple (976ms from last QRS),I+II+III,I+II+III,3,I,-54,39,160,data/200
